	chr	start	end
96	chr1	10429983	10431702
97	chr1	10471606	10473417
98	chr1	10474415	10476147
99	chr1	11011674	11013877
100	chr1	11058672	11061545
101	chr1	11058672	11061545
102	chr1	11098753	11100388
103	chr1	11261403	11263562
104	chr1	11272577	11274754
105	chr1	11653628	11656159
106	chr1	11663921	11665232
107	chr1	11680040	11682083
108	chr1	11735803	11737133
109	chr1	11801960	11804085
110	chr1	11804590	11807383
111	chr1	11924219	11925456
112	chr1	11925766	11927176
113	chr1	11933911	11935506
114	chr1	11979520	11981395
115	chr1	12018700	12020498
116	chr1	12166601	12169412
117	chr1	12229646	12231663
118	chr1	12594938	12596447
119	chr1	12614102	12620285
120	chr1	13583419	13586670
121	chr1	13699557	13701719
122	chr1	13748441	13752430
123	chr1	15152330	15155121
124	chr1	15246914	15247811
125	chr1	15409078	15413344
126	chr1	15523102	15525885
127	chr1	15526086	15527782
128	chr1	15584295	15585557
129	chr1	15616694	15619289
130	chr1	15683628	15686323
131	chr1	15846693	15850845
132	chr1	15974896	15976392
133	chr1	16154129	16156511
134	chr1	16156739	16157545
135	chr1	16236301	16237748
136	chr1	16350186	16353239
137	chr1	16366749	16368676
138	chr1	16440178	16441887
139	chr1	16612020	16614281
140	chr1	16642970	16645220
141	chr1	16888606	16890075
142	chr1	16921580	16923105
143	chr1	17010321	17012711
144	chr1	17052714	17054786
145	chr1	17117370	17120213
146	chr1	17436785	17440513
147	chr1	17539060	17541647
148	chr1	17618013	17619573
149	chr1	18107056	18111443
150	chr1	18901217	18903501
151	chr1	18953759	18957578
152	chr1	19208705	19211524
153	chr1	19250483	19252973
154	chr1	19310636	19313406
155	chr1	19480605	19487938
156	chr1	19596126	19598252
157	chr1	19643226	19646579
158	chr1	19798926	19800834
159	chr1	19882197	19884481
160	chr1	20185762	20187134
161	chr1	20426011	20429503
162	chr1	20481912	20487597
163	chr1	20506899	20508732
164	chr1	20633024	20635361
165	chr1	20660289	20662503
166	chr1	20785042	20788307
167	chr1	21173588	21177629
168	chr1	21289467	21290791
169	chr1	21343810	21347053
170	chr1	21439345	21441355
171	chr1	21781347	21784940
172	chr1	21936528	21937963
173	chr1	22024124	22026611
174	chr1	22052191	22054448
175	chr1	22451243	22453165
176	chr1	22636307	22639827
177	chr1	22642943	22647267
178	chr1	22652720	22658326
179	chr1	22709686	22713172
180	chr1	23018705	23021423
181	chr1	23166787	23169730
182	chr1	23342330	23345448
183	chr1	23367037	23370308
184	chr1	23483068	23484971
185	chr1	23530510	23531798
186	chr1	23530510	23531798
187	chr1	23556909	23560160
188	chr1	23691333	23692908
189	chr1	23742574	23745336
190	chr1	23777307	23779643
191	chr1	23790630	23794395
192	chr1	23799401	23801785
193	chr1	23824469	23826226
194	chr1	23867123	23869424
195	chr1	23958428	23961411
196	chr1	23978608	23981262
197	chr1	24186774	24188058
198	chr1	24321232	24323036
199	chr1	24413001	24414208
200	chr1	24415128	24417418
201	chr1	24501795	24504304
202	chr1	24555565	24556812
203	chr1	24641551	24644621
204	chr1	24744613	24748501
205	chr1	24744613	24748501
206	chr1	24928547	24930859
207	chr1	25231524	25233673
208	chr1	25245490	25248364
209	chr1	25267621	25268409
210	chr1	25336667	25337308
211	chr1	25337948	25340242
212	chr1	25429529	25434002
213	chr1	25543218	25545268
214	chr1	25615814	25620901
215	chr1	25615814	25620901
216	chr1	25799554	25801226
217	chr1	25818917	25821656
218	chr1	25858549	25861543
219	chr1	25902593	25907229
220	chr1	25997209	25998787
221	chr1	25997209	25998787
222	chr1	26110406	26113192
223	chr1	26169463	26170795
224	chr1	26224955	26226109
225	chr1	26233625	26235513
226	chr1	26279208	26281109
227	chr1	26305763	26307219
228	chr1	26431287	26433475
229	chr1	26471070	26474220
230	chr1	26529183	26531224
231	chr1	26542005	26546715
232	chr1	26692008	26693969
233	chr1	26694702	26699624
234	chr1	26694702	26699624
235	chr1	26786926	26789427
236	chr1	26826019	26828164
237	chr1	26864190	26866091
238	chr1	26864190	26866091
239	chr1	26889141	26890918
240	chr1	26899342	26901262
241	chr1	26921138	26922811
242	chr1	27152177	27155670
243	chr1	27233862	27236269
244	chr1	27321600	27323562
245	chr1	27365326	27367059
246	chr1	27391730	27393604
247	chr1	27487696	27491039
248	chr1	27600615	27604819
249	chr1	27634006	27635312
250	chr1	27669055	27672861
251	chr1	27669055	27672861
252	chr1	27725158	27727124
253	chr1	27725158	27727124
254	chr1	27772062	27775028
255	chr1	27829971	27832289
256	chr1	27872124	27874133
257	chr1	27913614	27915531
258	chr1	27958736	27961415
259	chr1	28087510	28089529
260	chr1	28173014	28177456
261	chr1	28231996	28233602
262	chr1	28235240	28237431
263	chr1	28258914	28261347
264	chr1	28328212	28330129
265	chr1	28369226	28371050
266	chr1	28505122	28508047
267	chr1	28517819	28519103
268	chr1	28552166	28554203
269	chr1	28580290	28583247
270	chr1	28591914	28593301
271	chr1	28641917	28644424
272	chr1	28647854	28649419
273	chr1	28668092	28670380
274	chr1	28735996	28738390
275	chr1	28886237	28888616
276	chr1	28913980	28915870
277	chr1	29123777	29125185
278	chr1	29180366	29182951
279	chr1	29229999	29231485
280	chr1	30717413	30719801
281	chr1	30753059	30758398
282	chr1	30906747	30909448
283	chr1	31063395	31066381
284	chr1	31295632	31298459
285	chr1	31370393	31374144
286	chr1	31643856	31645860
287	chr1	31936558	31939050
288	chr1	32013021	32016115
289	chr1	32072155	32074343
290	chr1	32107165	32109774
291	chr1	32179060	32181158
292	chr1	32199586	32201939
293	chr1	32199586	32201939
294	chr1	32205012	32206673
295	chr1	32221206	32223374
296	chr1	32239880	32241987
297	chr1	32291405	32293079
298	chr1	32334056	32337057
299	chr1	32393153	32395779
300	chr1	32538946	32540643
301	chr1	32649408	32652349
302	chr1	32702014	32703644
303	chr1	32741344	32742598
304	chr1	32816148	32818894
305	chr1	32900619	32901992
306	chr1	32960992	32965445
307	chr1	33035254	33037587
308	chr1	33080151	33083406
309	chr1	33179819	33182586
310	chr1	33255261	33258708
311	chr1	33346019	33350745
312	chr1	33472113	33473585
313	chr1	33472113	33473585
314	chr1	34858314	34860245
315	chr1	34984170	34986230
316	chr1	35029736	35032461
317	chr1	35078735	35080321
318	chr1	35189528	35193820
319	chr1	35268126	35270252
320	chr1	35556205	35562227
321	chr1	35640380	35642837
322	chr1	35716896	35719526
323	chr1	35768567	35770458
324	chr1	35807385	35809709
325	chr1	35882545	35884491
326	chr1	35929970	35932594
327	chr1	36088333	36090105
328	chr1	36122848	36125968
329	chr1	36148446	36150035
330	chr1	36155086	36159018
331	chr1	36223250	36226265
332	chr1	36306165	36307893
333	chr1	36320545	36322287
334	chr1	36322604	36324443
335	chr1	36383604	36386949
336	chr1	36396297	36398366
337	chr1	36449513	36451273
338	chr1	36463246	36464963
339	chr1	36481362	36483193
340	chr1	37473582	37475577
341	chr1	37479242	37480121
342	chr1	37513314	37515653
343	chr1	37553143	37554687
344	chr1	37594809	37596616
345	chr1	37689333	37693151
346	chr1	37689333	37693151
347	chr1	37793326	37795802
348	chr1	37807025	37809490
349	chr1	37858376	37860605
350	chr1	37930710	37932398
351	chr1	37930710	37932398
352	chr1	37945629	37947468
353	chr1	37988892	37990856
354	chr1	38003850	38006073
355	chr1	38011967	38013677
356	chr1	38858134	38861139
357	chr1	38872438	38874273
358	chr1	38990489	38993169
359	chr1	39025616	39027459
360	chr1	39408021	39410275
361	chr1	39558813	39559936
362	chr1	39573193	39577309
363	chr1	39738279	39739912
364	chr1	39787282	39789856
365	chr1	39881754	39883990
366	chr1	39899971	39902755
367	chr1	39954636	39956547
368	chr1	40039235	40044320
369	chr1	40093457	40098065
370	chr1	40160797	40163526
371	chr1	40256771	40259166
372	chr1	40314893	40317916
373	chr1	40373306	40378552
374	chr1	40388597	40391995
375	chr1	40396727	40397536
376	chr1	40449393	40451758
377	chr1	40476722	40478497
378	chr1	40508077	40509699
379	chr1	40530741	40532599
380	chr1	40663197	40666364
381	chr1	40690822	40693137
382	chr1	40708630	40712376
383	chr1	40708630	40712376
384	chr1	40860692	40863017
385	chr1	40978913	40981248
386	chr1	41240904	41243143
387	chr1	41360771	41365448
388	chr1	41916359	41919390
389	chr1	42034234	42036598
390	chr1	42333481	42336308
391	chr1	42455560	42457546
392	chr1	42657702	42659588
393	chr1	42680816	42684529
394	chr1	42764873	42768264
395	chr1	42784965	42785814
396	chr1	42815758	42818082
397	chr1	42845595	42848039
398	chr1	42957087	42960200
399	chr1	43171186	43173045
400	chr1	43357905	43359755
401	chr1	43365486	43369181
402	chr1	43388512	43390986
403	chr1	43452985	43455017
404	chr1	43649106	43651990
405	chr1	43706660	43708506
406	chr1	43945658	43948937
407	chr1	43969358	43970919
408	chr1	43974120	43976353
409	chr1	43978696	43981191
410	chr1	43991006	43992871
411	chr1	44029416	44031837
412	chr1	44212801	44214581
413	chr1	44354106	44355845
414	chr1	44673368	44675484
415	chr1	44738103	44740362
416	chr1	44738103	44740362
417	chr1	44774716	44777073
418	chr1	44786059	44786738
419	chr1	44799630	44802687
420	chr1	44841999	44843832
421	chr1	44985346	44987435
422	chr1	45009970	45013285
423	chr1	45203599	45207366
424	chr1	45303002	45304898
425	chr1	45326406	45327634
426	chr1	45338930	45341410
427	chr1	45489050	45491863
428	chr1	45489050	45491863
429	chr1	45499400	45501822
430	chr1	45499400	45501822
431	chr1	45520287	45522592
432	chr1	45550139	45552205
433	chr1	45583082	45585757
434	chr1	45684565	45689138
435	chr1	45749773	45751528
436	chr1	45802966	45805160
437	chr1	46129468	46133887
438	chr1	46197612	46199239
439	chr1	46202500	46205191
440	chr1	46246694	46248573
441	chr1	46300808	46304918
442	chr1	46339632	46341872
443	chr1	46393881	46395718
444	chr1	46598828	46604981
445	chr1	46613470	46614044
446	chr1	46615217	46617446
447	chr1	46666887	46669013
448	chr1	46717680	46719747
449	chr1	47178906	47179814
450	chr1	47224586	47232907
451	chr1	47313361	47315110
452	chr1	47333006	47335282
453	chr1	47437006	47438439
454	chr1	48469549	48472970
455	chr1	48774893	48778041
456	chr1	50022978	50024792
457	chr1	50108488	50112666
458	chr1	50958988	50961004
459	chr1	50967348	50971649
460	chr1	51235336	51239349
461	chr1	51296667	51297535
462	chr1	51516943	51519805
463	chr1	51616568	51618397
464	chr1	51728709	51730633
465	chr1	51877179	51879830
466	chr1	52032178	52034131
467	chr1	52054042	52057730
468	chr1	52140955	52144451
469	chr1	52364781	52366933
470	chr1	52403660	52405657
471	chr1	52551409	52554575
472	chr1	52601765	52603317
473	chr1	52632510	52633794
474	chr1	52697356	52698941
475	chr1	52725904	52728394
476	chr1	52920767	52922084
477	chr1	52926660	52928521
478	chr1	53014383	53015820
479	chr1	53196207	53198102
480	chr1	53219440	53221257
481	chr1	53237259	53239313
482	chr1	53325456	53329184
483	chr1	53837256	53839066
484	chr1	53888949	53890567
485	chr1	53944592	53947759
486	chr1	54051585	54054777
487	chr1	54199241	54201272
488	chr1	54403097	54408247
489	chr1	54715242	54716780
490	chr1	54763566	54765336
491	chr1	54763566	54765336
492	chr1	55212373	55216477
493	chr1	56574393	56580011
494	chr1	58545407	58547441
495	chr1	58698674	58700526
496	chr1	58779943	58786090
497	chr1	59146336	59147422
498	chr1	59295916	59297724
499	chr1	61076381	61079079
500	chr1	61079854	61080450
501	chr1	61081301	61085150
502	chr1	61254685	61255651
503	chr1	61724074	61725911
504	chr1	61741474	61743838
505	chr1	62435361	62438681
506	chr1	62686968	62689645
507	chr1	62783000	62787473
508	chr1	63367014	63368594
509	chr1	63522328	63525013
510	chr1	63592625	63594765
511	chr1	64964899	64967264
512	chr1	65002187	65003629
513	chr1	65064900	65069343
514	chr1	65419475	65422296
515	chr1	65791886	65795070
516	chr1	66331606	66336107
517	chr1	66751723	66753111
518	chr1	66923779	66926893
519	chr1	66929278	66931859
520	chr1	67052180	67054835
521	chr1	67427705	67431670
522	chr1	67684618	67687472
523	chr1	68229007	68233200
524	chr1	68229007	68233200
525	chr1	68496180	68497741
526	chr1	70204191	70206851
527	chr1	70352351	70355590
528	chr1	70410240	70413134
529	chr1	71079770	71081900
530	chr1	72277991	72285914
531	chr1	74197519	74199865
532	chr1	74732352	74734523
533	chr1	75723685	75726655
534	chr1	75784328	75788620
535	chr1	75784328	75788620
536	chr1	76074155	76076782
537	chr1	77218529	77220283
538	chr1	77681206	77684299
539	chr1	77758089	77760238
540	chr1	77779128	77780767
541	chr1	77976542	77980856
542	chr1	78003975	78007459
543	chr1	78045173	78046963
544	chr1	78619328	78623366
545	chr1	78649562	78652000
546	chr1	84144182	84146527
547	chr1	84298078	84299694
548	chr1	84301200	84303814
549	chr1	84478858	84480945
550	chr1	84504428	84507408
551	chr1	84572675	84575216
552	chr1	84620264	84621323
553	chr1	84686396	84691397
554	chr1	85061704	85062641
555	chr1	85257179	85260231
556	chr1	85275310	85277356
557	chr1	85706858	85709138
558	chr1	86395138	86397171
559	chr1	86703011	86706880
560	chr1	86912578	86916802
561	chr1	87131873	87132782
562	chr1	87327639	87338883
563	chr1	87327639	87338883
564	chr1	88682967	88686150
565	chr1	88889843	88893441
566	chr1	88991221	88994025
567	chr1	89021531	89023164
568	chr1	89064708	89065601
569	chr1	89197712	89199714
570	chr1	89523915	89528492
571	chr1	89631677	89636220
572	chr1	89631677	89636220
573	chr1	89820213	89823289
574	chr1	89994305	89996641
575	chr1	90850342	90852295
576	chr1	91020563	91022710
577	chr1	91499961	91503025
578	chr1	92079762	92081526
579	chr1	92297959	92300254
580	chr1	92831609	92833960
581	chr1	92959721	92962512
582	chr1	93078368	93082017
583	chr1	93178784	93181615
584	chr1	93344918	93349976
585	chr1	93344918	93349976
586	chr1	93446937	93449943
587	chr1	93679987	93682514
588	chr1	93845774	93848526
589	chr1	93878118	93879973
590	chr1	93907377	93910197
591	chr1	94417259	94419835
592	chr1	94537126	94543137
593	chr1	95071777	95073760
594	chr1	95116468	95118571
595	chr1	95232892	95235096
596	chr1	96721028	96723928
597	chr1	97919111	97921890
598	chr1	98660881	98663957
599	chr1	99765280	99766995
600	chr1	99849309	99851751
601	chr1	99969162	99971193
602	chr1	100036768	100040059
603	chr1	100132025	100134165
604	chr1	100248682	100250505
605	chr1	100265315	100267414
606	chr1	100350924	100355308
607	chr1	100893787	100897498
608	chr1	101024847	101026755
609	chr1	103525038	103527898
610	chr1	107056109	107058431
611	chr1	107963149	107966032
612	chr1	108199211	108201255
613	chr1	108559064	108562258
614	chr1	108660418	108662157
615	chr1	108691294	108696540
616	chr1	108746238	108748201
617	chr1	108875817	108879591
618	chr1	108962186	108964095
619	chr1	109039603	109042840
620	chr1	109075178	109076565
621	chr1	109088969	109092438
622	chr1	109099699	109101349
623	chr1	109213417	109215971
624	chr1	109249186	109251010
625	chr1	109280682	109284057
626	chr1	109391357	109391695
627	chr1	109392300	109393783
628	chr1	109394617	109398978
629	chr1	109425197	109427558
630	chr1	109482635	109485508
631	chr1	109482635	109485508
632	chr1	109493743	109495299
633	chr1	109508522	109510320
634	chr1	109546495	109549770
635	chr1	109619380	109622498
636	chr1	109655498	109657240
637	chr1	109667689	109668982
638	chr1	109669355	109669998
639	chr1	109739256	109740939
640	chr1	109910165	109913096
641	chr1	109984625	109987711
642	chr1	110033998	110035943
643	chr1	110083318	110085213
644	chr1	110209512	110213701
645	chr1	110337379	110340793
646	chr1	110406617	110408539
647	chr1	110667865	110675852
648	chr1	110872469	110877680
649	chr1	110962952	110964825
650	chr1	111138828	111141975
651	chr1	111203598	111204920
652	chr1	111346004	111347062
653	chr1	111447788	111450529
654	chr1	111473657	111476397
655	chr1	111500230	111502144
656	chr1	111502354	111505198
657	chr1	111505580	111505901
658	chr1	111618910	111621701
659	chr1	111736440	111740890
660	chr1	111754750	111757082
661	chr1	112393626	112394805
662	chr1	112395305	112399208
663	chr1	112507971	112509654
664	chr1	112617915	112621173
665	chr1	112673980	112675883
666	chr1	112705863	112707630
667	chr1	112714013	112716490
668	chr1	112849047	112852500
669	chr1	112954335	112958441
670	chr1	113072220	113074556
671	chr1	113389179	113393475
672	chr1	113757446	113760277
673	chr1	113757446	113760277
674	chr1	113809848	113813156
675	chr1	113903860	113906179
676	chr1	113928068	113931227
677	chr1	113978992	113983993
678	chr1	114150997	114154667
679	chr1	114508287	114512461
680	chr1	114580631	114582451
681	chr1	114669143	114670758
682	chr1	114715718	114717305
683	chr1	114756123	114758529
684	chr1	114779721	114781225
685	chr1	115975697	115979927
686	chr1	116372365	116377964
687	chr1	116372365	116377964
688	chr1	116372365	116377964
689	chr1	116417734	116419364
690	chr1	116569745	116571837
691	chr1	117059243	117061068
692	chr1	117120911	117122740
693	chr1	117365846	117371527
694	chr1	117605133	117607356
695	chr1	117605133	117607356
696	chr1	117928248	117931252
697	chr1	119139443	119141451
698	chr1	119646155	119648989
699	chr1	120068062	120069785
700	chr1	143974489	143973822
701	chr1	143972864	143972554
702	chr1	143906058	143905114
703	chr1	143876599	143876165
704	chr1	121395524	121397588
705	chr1	121398419	121398675
706	chr1	121399067	121399522
707	chr1	121518517	121520264
708	chr1	120340581	120342165
709	chr1	120340581	120342165
710	chr1	143973800	143974485
711	chr1	145215000	145215421
712	chr1	148958003	148951196
713	chr1	148958003	148951196
714	chr1	148890145	148889328
715	chr1	148846448	148843871
716	chr1	120176889	148791179
717	chr1	146229143	146227418
718	chr1	146053236	146051518
719	chr1	145998039	145993411
720	chr1	145965684	145963802
721	chr1	145963534	145960113
722	chr1	145958487	145956729
723	chr1	145928803	145926410
724	chr1	145920334	145917504
725	chr1	145860292	145857912
726	chr1	145846416	145845118
727	chr1	145825265	145823286
728	chr1	145608537	145607791
729	chr1	146937947	146940121
730	chr1	146937947	146940121
731	chr1	147084049	147085590
732	chr1	147170757	147174061
733	chr1	147224677	147226228
734	chr1	147242098	147244238
735	chr1	147540692	147543540
736	chr1	147669172	147671103
737	chr1	147928176	147928939
738	chr1	148245404	148247268
739	chr1	148333889	148335632
740	chr1	120851298	120850857
741	chr1	144461885	144460499
742	chr1	143876220	143876666
743	chr1	149607092	149607507
744	chr1	149746429	149748610
745	chr1	149784272	149784681
746	chr1	149811511	149813537
747	chr1	149811511	149813537
748	chr1	149843291	149844447
749	chr1	149849386	149850525
750	chr1	149884150	149889266
751	chr1	149899241	149900518
752	chr1	149926845	149928647
753	chr1	150006614	150011290
754	chr1	150065885	150068874
755	chr1	150148326	150155537
756	chr1	150160699	150161452
757	chr1	150162629	150163216
758	chr1	150233778	150236883
759	chr1	150255446	150260133
760	chr1	150267623	150269730
761	chr1	150272282	150273246
762	chr1	150281312	150284011
763	chr1	150281312	150284011
764	chr1	150293291	150294891
765	chr1	150320735	150322526
766	chr1	150362751	150367492
767	chr1	150486713	150488396
768	chr1	150514708	150516966
769	chr1	150548642	150549878
770	chr1	150575628	150580612
771	chr1	150627669	150630797
772	chr1	150696303	150698097
773	chr1	150696303	150698097
774	chr1	150763613	150766176
775	chr1	150874522	150877753
776	chr1	150924898	150927204
777	chr1	150973247	150975779
778	chr1	150976975	150977953
779	chr1	151003551	151007277
780	chr1	151003551	151007277
781	chr1	151007953	151009690
782	chr1	151047281	151049109
783	chr1	151057582	151063426
784	chr1	151069778	151071954
785	chr1	151143920	151147639
786	chr1	151143920	151147639
787	chr1	151156398	151158943
788	chr1	151164259	151167024
789	chr1	151189041	151190825
790	chr1	151197795	151201184
791	chr1	151254120	151255999
792	chr1	151280835	151283923
793	chr1	151326204	151328667
794	chr1	151346132	151347957
795	chr1	151371623	151372957
796	chr1	151398842	151400778
797	chr1	151457153	151459913
798	chr1	151510618	151512386
799	chr1	151539470	151542228
800	chr1	151611479	151614318
801	chr1	151720596	151722229
802	chr1	151762610	151764368
803	chr1	151789700	151792227
804	chr1	151789700	151792227
805	chr1	151908753	151910424
806	chr1	151992923	151994351
807	chr1	152034536	152037441
808	chr1	153535325	153536660
809	chr1	153626542	153629583
810	chr1	153633384	153635963
811	chr1	153658303	153659802
812	chr1	153669713	153672507
813	chr1	153669713	153672507
814	chr1	153727324	153729487
815	chr1	153774913	153776814
816	chr1	153920935	153924274
817	chr1	153944008	153947108
818	chr1	153956837	153959920
819	chr1	153961937	153964485
820	chr1	153966201	153968720
821	chr1	153976614	153978602
822	chr1	153985583	153986882
823	chr1	153990341	153992296
824	chr1	154181473	154183792
825	chr1	154219354	154222592
826	chr1	154271841	154273839
827	chr1	154324491	154326993
828	chr1	154404592	154408970
829	chr1	154500745	154503124
830	chr1	154556478	154559911
831	chr1	154606963	154609132
832	chr1	154626446	154628520
833	chr1	154935752	154937993
834	chr1	154954731	154956628
835	chr1	154960568	154963027
836	chr1	154969341	154971184
837	chr1	154973431	154976286
838	chr1	154982530	154984504
839	chr1	154999011	155005835
840	chr1	155050353	155052642
841	chr1	155063242	155064527
842	chr1	155134854	155137186
843	chr1	155139546	155140908
844	chr1	155172429	155176866
845	chr1	155193175	155197554
846	chr1	155193175	155197554
847	chr1	155206797	155209861
848	chr1	155226608	155228279
849	chr1	155240632	155241442
850	chr1	155243125	155245437
851	chr1	155253414	155256137
852	chr1	155261355	155262829
853	chr1	155272406	155274128
854	chr1	155276948	155279230
855	chr1	155308134	155310295
856	chr1	155320274	155325534
857	chr1	155320274	155325534
858	chr1	155561828	155564707
859	chr1	155609504	155610373
860	chr1	155687743	155690436
861	chr1	155744943	155745853
862	chr1	155856159	155857745
863	chr1	155858623	155861543
864	chr1	155910419	155911873
865	chr1	155933240	155935182
866	chr1	155974189	155980017
867	chr1	156019906	156021359
868	chr1	156052742	156056286
869	chr1	156080975	156083810
870	chr1	156080975	156083810
871	chr1	156193203	156195092
872	chr1	156212503	156214068
873	chr1	156281143	156283867
874	chr1	156291077	156291981
875	chr1	156294814	156296121
876	chr1	156336977	156339290
877	chr1	156496192	156501997
878	chr1	156572286	156572929
879	chr1	156591151	156592860
880	chr1	156600681	156602254
881	chr1	156727445	156729821
882	chr1	156740145	156741888
883	chr1	156749745	156752810
884	chr1	156765827	156769537
885	chr1	156813625	156814504
886	chr1	157042916	157047187
887	chr1	157136732	157139390
888	chr1	158177533	158178277
889	chr1	158180703	158181807
890	chr1	158830909	158834193
891	chr1	158998707	159001042
892	chr1	159008942	159015447
893	chr1	159780362	159781887
894	chr1	159780362	159781887
895	chr1	159853867	159855708
896	chr1	159923905	159926145
897	chr1	160030646	160032858
898	chr1	160067842	160071177
899	chr1	160095610	160099629
900	chr1	160204849	160210132
901	chr1	160260371	160263320
902	chr1	160283782	160285740
903	chr1	160341831	160344355
904	chr1	160576110	160579978
905	chr1	161020069	161021819
906	chr1	161037764	161039226
907	chr1	161044264	161046677
908	chr1	161067833	161070368
909	chr1	161116908	161119072
910	chr1	161131272	161134230
911	chr1	161153110	161155039
912	chr1	161158952	161160622
913	chr1	161165172	161167570
914	chr1	161176269	161178117
915	chr1	161195106	161203387
916	chr1	161214482	161218117
917	chr1	161225920	161228047
918	chr1	161313619	161315463
919	chr1	161505047	161507604
920	chr1	161523803	161525412
921	chr1	161523803	161525412
922	chr1	161546659	161550833
923	chr1	161546659	161550833
924	chr1	161749337	161751109
925	chr1	161764736	161767480
926	chr1	162022483	162024701
927	chr1	162068979	162073455
928	chr1	162497113	162500047
929	chr1	162560632	162563171
930	chr1	162790120	162791077
931	chr1	163320969	163322708
932	chr1	163320969	163322708
933	chr1	164558418	164566594
934	chr1	165630040	165633955
935	chr1	165697145	165699347
936	chr1	165767957	165770034
937	chr1	165826662	165829618
938	chr1	166838513	166841593
939	chr1	166875206	166876913
940	chr1	166972069	166976443
941	chr1	167093762	167095143
942	chr1	167219294	167222975
943	chr1	167548711	167554660
944	chr1	167629596	167633183
945	chr1	167720848	167724464
946	chr1	167720848	167724464
947	chr1	167933302	167938950
948	chr1	168134345	168137849
949	chr1	168178362	168181213
950	chr1	168225353	168228305
951	chr1	169105216	169111861
952	chr1	169366322	169369301
953	chr1	169483444	169487690
954	chr1	169711767	169712271
955	chr1	169794073	169795934
956	chr1	169892297	169894849
957	chr1	170072901	170075405
958	chr1	170530728	170533127
959	chr1	171313936	171314872
960	chr1	171484683	171487429
961	chr1	171740687	171743433
962	chr1	171780752	171782785
963	chr1	171780752	171782785
964	chr1	171840522	171844982
965	chr1	172443153	172444526
966	chr1	172531644	172535186
967	chr1	173475230	173480210
968	chr1	173603032	173603743
969	chr1	173714486	173716390
970	chr1	173823251	173825901
971	chr1	173866509	173869428
972	chr1	174158654	174160925
973	chr1	174799206	174804886
974	chr1	174874075	174876207
975	chr1	174964486	174965511
976	chr1	174998449	175001637
977	chr1	175022335	175024110
978	chr1	175191632	175193499
979	chr1	176204478	176208514
980	chr1	177170517	177175508
981	chr1	177170517	177175508
982	chr1	177351403	177351966
983	chr1	178037340	178038577
984	chr1	178092698	178096901
985	chr1	178541768	178543809
986	chr1	178724547	178727421
987	chr1	179025157	179027380
988	chr1	179081009	179083388
989	chr1	179228409	179230440
990	chr1	179293049	179295523
991	chr1	179365148	179366775
992	chr1	179876638	179878438
993	chr1	179881198	179884238
994	chr1	179953552	179956888
995	chr1	180153849	180156360
996	chr1	180500930	180503867
997	chr1	180631581	180634972
998	chr1	180911816	180913890
