	chr	start	end
98	chr1	6604479	6605205
99	chr1	6734986	6736084
100	chr1	6742791	6744442
101	chr1	7679927	7680907
102	chr1	7704165	7705439
103	chr1	7766244	7767188
104	chr1	7770461	7770514
105	chr1	7782472	7782913
106	chr1	7786683	7786948
107	chr1	7827176	7827493
108	chr1	7856300	7856471
109	chr1	7902648	7902897
110	chr1	7941943	7942003
111	chr1	7942657	7943323
112	chr1	7953522	7954993
113	chr1	7960371	7960670
114	chr1	8097107	8097377
115	chr1	8120916	8121476
116	chr1	8126796	8127591
117	chr1	8217007	8217674
118	chr1	8224472	8225530
119	chr1	8281672	8283889
120	chr1	8307545	8308101
121	chr1	8363273	8364107
122	chr1	8395023	8396526
123	chr1	8397204	8397470
124	chr1	8397904	8398047
125	chr1	8408990	8409304
126	chr1	8418796	8419242
127	chr1	8424710	8425314
128	chr1	8426486	8430011
129	chr1	8438855	8439531
130	chr1	8448917	8449260
131	chr1	8462969	8463832
132	chr1	8476309	8476723
133	chr1	8509827	8511040
134	chr1	8522847	8527333
135	chr1	8561577	8561790
136	chr1	8562456	8563152
137	chr1	8628713	8629955
138	chr1	8630156	8630433
139	chr1	8660668	8661756
140	chr1	8665973	8666729
141	chr1	8700209	8705672
142	chr1	8707012	8707281
143	chr1	8709684	8717560
144	chr1	8721065	8721695
145	chr1	8723124	8723406
146	chr1	8726382	8726581
147	chr1	8737187	8737525
148	chr1	8873882	8874429
149	chr1	8879779	8880396
150	chr1	9002357	9002674
151	chr1	9061056	9061253
152	chr1	9061726	9063525
153	chr1	9063994	9065724
154	chr1	9069783	9079492
155	chr1	9081670	9086212
156	chr1	9093346	9095183
157	chr1	9101309	9101616
158	chr1	9129907	9129957
159	chr1	9152304	9152647
160	chr1	9162678	9164866
161	chr1	9173849	9175049
162	chr1	9178634	9181027
163	chr1	9232990	9234094
164	chr1	9238183	9240281
165	chr1	9275913	9276133
166	chr1	9352436	9352821
167	chr1	9361671	9363597
168	chr1	9425175	9427583
169	chr1	9428157	9428301
170	chr1	9538784	9538924
171	chr1	9593103	9593540
172	chr1	9628838	9629766
173	chr1	9629976	9630400
174	chr1	9643101	9645887
175	chr1	9650654	9651107
176	chr1	9655134	9655705
177	chr1	9704695	9704992
178	chr1	9716911	9718479
179	chr1	9730147	9731433
180	chr1	9736771	9737018
181	chr1	9759201	9762904
182	chr1	9787166	9788427
183	chr1	9801931	9803353
184	chr1	9813572	9816331
185	chr1	9824894	9826264
186	chr1	9833463	9833761
187	chr1	9845924	9846556
188	chr1	9859089	9859610
189	chr1	9892722	9893684
190	chr1	9899870	9901640
191	chr1	9911515	9911791
192	chr1	9949812	9951934
193	chr1	9990631	9991093
194	chr1	9991323	9991806
195	chr1	10056073	10056303
196	chr1	10066546	10067513
197	chr1	10074741	10075124
198	chr1	10208351	10209537
199	chr1	10253395	10253667
200	chr1	10254064	10254399
201	chr1	10297225	10298773
202	chr1	10299567	10300117
203	chr1	10377724	10379061
204	chr1	10387562	10388162
205	chr1	10388377	10389103
206	chr1	10400456	10400585
207	chr1	10400822	10401219
208	chr1	10414191	10416585
209	chr1	10429667	10429983
210	chr1	10473417	10473552
211	chr1	10495266	10495648
212	chr1	10515352	10515702
213	chr1	10693576	10694506
214	chr1	10694987	10695292
215	chr1	10964626	10967598
216	chr1	10968294	10970397
217	chr1	10980447	10980674
218	chr1	11157003	11159545
219	chr1	11280720	11281520
220	chr1	11670446	11671212
221	chr1	11718934	11719979
222	chr1	11729364	11730231
223	chr1	11730548	11732853
224	chr1	11737133	11738119
225	chr1	11738656	11738878
226	chr1	11772308	11772456
227	chr1	11784275	11785941
228	chr1	11786867	11794167
229	chr1	11804085	11804590
230	chr1	11807383	11807537
231	chr1	11812741	11815896
232	chr1	11841959	11844314
233	chr1	11907859	11910348
234	chr1	11910569	11910746
235	chr1	11927176	11927326
236	chr1	11933876	11933911
237	chr1	11960430	11962191
238	chr1	11985060	11986580
239	chr1	12020498	12020618
240	chr1	12125030	12127654
241	chr1	12127878	12128585
242	chr1	12131857	12134461
243	chr1	12139238	12154302
244	chr1	12154815	12155581
245	chr1	12157410	12158915
246	chr1	12160224	12165034
247	chr1	12165652	12166601
248	chr1	12169412	12190359
249	chr1	12190584	12191318
250	chr1	12191829	12197808
251	chr1	12208106	12208911
252	chr1	12314569	12316977
253	chr1	12320332	12321408
254	chr1	12324152	12325612
255	chr1	12336280	12349955
256	chr1	12355080	12355300
257	chr1	12355884	12357228
258	chr1	12359610	12360756
259	chr1	12374937	12383129
260	chr1	12397468	12399567
261	chr1	12401788	12402359
262	chr1	12404296	12410176
263	chr1	12415014	12416745
264	chr1	12418827	12420963
265	chr1	12424158	12425298
266	chr1	12433785	12434566
267	chr1	12435396	12436482
268	chr1	12447598	12452732
269	chr1	12453710	12454215
270	chr1	12458362	12458519
271	chr1	12469916	12470486
272	chr1	12471113	12471451
273	chr1	12471895	12476583
274	chr1	12480520	12481564
275	chr1	12495683	12497894
276	chr1	12508690	12513550
277	chr1	12524836	12526516
278	chr1	12527420	12529006
279	chr1	12529366	12529621
280	chr1	12591089	12592711
281	chr1	12593440	12594286
282	chr1	12594748	12594938
283	chr1	12596447	12599265
284	chr1	12601759	12602011
285	chr1	12602275	12602747
286	chr1	12612207	12612834
287	chr1	12613074	12614102
288	chr1	12620285	12620495
289	chr1	13583200	13583419
290	chr1	13586670	13586678
291	chr1	13586893	13588308
292	chr1	13589156	13591474
293	chr1	13591728	13592063
294	chr1	13592664	13594782
295	chr1	13595060	13596047
296	chr1	13600565	13601704
297	chr1	13622173	13624132
298	chr1	13642396	13642730
299	chr1	13642948	13643163
300	chr1	13699445	13699557
301	chr1	13701719	13701821
302	chr1	13748272	13748441
303	chr1	15136197	15137012
304	chr1	15137508	15137806
305	chr1	15138067	15138388
306	chr1	15141816	15142146
307	chr1	15142410	15142949
308	chr1	15146606	15147540
309	chr1	15152213	15152330
310	chr1	15155121	15156446
311	chr1	15156671	15156998
312	chr1	15158641	15159435
313	chr1	15168009	15169326
314	chr1	15171275	15171567
315	chr1	15178047	15178390
316	chr1	15191086	15191667
317	chr1	15206593	15207978
318	chr1	15211389	15215531
319	chr1	15222848	15225703
320	chr1	15230956	15232455
321	chr1	15245772	15246914
322	chr1	15247811	15248014
323	chr1	15248843	15249174
324	chr1	15256694	15263482
325	chr1	15263750	15264463
326	chr1	15275232	15276595
327	chr1	15277242	15277648
328	chr1	15323761	15325148
329	chr1	15328382	15329988
330	chr1	15332871	15333686
331	chr1	15343547	15344078
332	chr1	15345203	15346841
333	chr1	15413344	15418300
334	chr1	15418611	15420148
335	chr1	15420997	15422089
336	chr1	15434661	15434802
337	chr1	15525885	15526086
338	chr1	15563865	15565170
339	chr1	15573396	15574026
340	chr1	15576840	15581260
341	chr1	15584271	15584295
342	chr1	15603087	15604394
343	chr1	15616369	15616694
344	chr1	15619289	15620509
345	chr1	15625565	15627044
346	chr1	15656515	15658077
347	chr1	15680400	15680656
348	chr1	15681023	15683628
349	chr1	15692322	15692619
350	chr1	15696019	15698520
351	chr1	15698763	15699099
352	chr1	15702940	15704455
353	chr1	15788867	15789182
354	chr1	15829590	15829843
355	chr1	15830051	15830406
356	chr1	15832976	15838307
357	chr1	15846649	15846693
358	chr1	15850845	15852282
359	chr1	15883153	15883695
360	chr1	15885082	15887254
361	chr1	15937221	15940056
362	chr1	15940443	15940736
363	chr1	15948988	15950963
364	chr1	15951575	15951828
365	chr1	15952406	15952900
366	chr1	15966374	15966601
367	chr1	15976392	15976428
368	chr1	16012918	16013480
369	chr1	16156511	16156739
370	chr1	16157545	16157676
371	chr1	16173015	16174097
372	chr1	16205988	16208045
373	chr1	16216473	16217410
374	chr1	16217671	16217960
375	chr1	16226637	16227849
376	chr1	16237748	16237762
377	chr1	16248300	16248631
378	chr1	16248910	16249509
379	chr1	16292243	16294845
380	chr1	16317733	16319326
381	chr1	16353239	16353656
382	chr1	16366597	16366749
383	chr1	16387474	16387659
384	chr1	16440101	16440178
385	chr1	16441887	16444531
386	chr1	16498563	16501234
387	chr1	16520229	16521555
388	chr1	16600569	16601504
389	chr1	16601938	16602981
390	chr1	16645220	16645426
391	chr1	16674876	16675051
392	chr1	16890075	16890150
393	chr1	16895061	16897463
394	chr1	16903538	16906356
395	chr1	16911701	16915322
396	chr1	16921538	16921580
397	chr1	16923105	16923588
398	chr1	16960887	16961147
399	chr1	17014388	17014564
400	chr1	17045709	17046003
401	chr1	17059902	17062361
402	chr1	17062593	17063014
403	chr1	17063637	17069075
404	chr1	17098719	17099434
405	chr1	17115889	17116042
406	chr1	17120213	17125313
407	chr1	17125663	17126812
408	chr1	17127093	17129799
409	chr1	17130247	17130611
410	chr1	17138381	17139229
411	chr1	17139697	17144536
412	chr1	17148037	17149542
413	chr1	17161127	17161448
414	chr1	17176245	17177395
415	chr1	17181221	17182378
416	chr1	17191992	17192250
417	chr1	17205779	17209672
418	chr1	17231950	17237191
419	chr1	17281698	17281905
420	chr1	17282300	17282493
421	chr1	17308260	17308663
422	chr1	17429889	17434925
423	chr1	17435294	17435618
424	chr1	17435965	17436785
425	chr1	17440513	17440955
426	chr1	17509619	17509814
427	chr1	17561149	17562095
428	chr1	17569157	17569859
429	chr1	17570099	17570475
430	chr1	17608749	17609108
431	chr1	17614056	17618013
432	chr1	17619573	17620017
433	chr1	17620269	17620702
434	chr1	17627735	17627905
435	chr1	17628173	17632311
436	chr1	17633339	17637538
437	chr1	17638241	17638612
438	chr1	17640207	17640547
439	chr1	17658727	17659471
440	chr1	17710495	17712894
441	chr1	18000459	18000721
442	chr1	18040010	18042388
443	chr1	18042601	18043778
444	chr1	18106955	18107056
445	chr1	18111443	18112546
446	chr1	18116747	18119777
447	chr1	18154336	18154986
448	chr1	18155563	18172892
449	chr1	18174949	18179309
450	chr1	18181746	18182102
451	chr1	18182484	18183642
452	chr1	18188860	18189377
453	chr1	18191280	18194789
454	chr1	18199523	18203053
455	chr1	18216922	18217458
456	chr1	18903501	18903603
457	chr1	18907181	18908872
458	chr1	18926268	18927405
459	chr1	18949784	18952229
460	chr1	19081133	19081654
461	chr1	19204674	19204986
462	chr1	19211524	19211625
463	chr1	19314437	19314698
464	chr1	19315266	19315997
465	chr1	19346501	19346805
466	chr1	19347303	19349309
467	chr1	19366955	19367107
468	chr1	19370044	19371013
469	chr1	19375219	19377251
470	chr1	19377462	19378337
471	chr1	19381345	19383078
472	chr1	19383792	19385023
473	chr1	19385466	19462181
474	chr1	19462449	19480605
475	chr1	19487938	19489057
476	chr1	19489831	19490434
477	chr1	19494390	19496934
478	chr1	19501747	19508543
479	chr1	19508775	19513084
480	chr1	19514035	19514737
481	chr1	19514944	19515697
482	chr1	19516310	19517477
483	chr1	19533490	19534446
484	chr1	19579439	19582020
485	chr1	19598252	19598535
486	chr1	19646579	19647737
487	chr1	19647938	19648112
488	chr1	19650258	19651318
489	chr1	19987016	19991227
490	chr1	20060409	20060641
491	chr1	20119210	20119575
492	chr1	20119781	20120077
493	chr1	20151847	20155397
494	chr1	20163787	20166586
495	chr1	20168314	20168454
496	chr1	20170796	20171641
497	chr1	20171997	20172658
498	chr1	20174355	20175899
499	chr1	20178742	20179662
500	chr1	20185745	20185762
501	chr1	20194887	20195285
502	chr1	20321795	20322821
503	chr1	20373029	20373728
504	chr1	20376750	20382446
505	chr1	20383526	20385649
506	chr1	20386366	20387803
507	chr1	20399740	20404240
508	chr1	20404755	20404956
509	chr1	20414424	20414859
510	chr1	20415486	20415665
511	chr1	20415874	20426011
512	chr1	20429503	20431016
513	chr1	20588985	20590404
514	chr1	20597476	20597658
515	chr1	20665960	20666267
516	chr1	20678064	20678739
517	chr1	20678977	20680647
518	chr1	20681337	20683472
519	chr1	20683963	20686352
520	chr1	20696349	20697235
521	chr1	20788307	20788473
522	chr1	20851231	20852880
523	chr1	20853220	20853406
524	chr1	20964007	20965417
525	chr1	21022045	21023165
526	chr1	21051491	21051851
527	chr1	21090352	21091603
528	chr1	21182550	21185080
529	chr1	21261750	21262423
530	chr1	21290791	21290851
531	chr1	21293301	21293547
532	chr1	21294122	21295361
533	chr1	21324228	21325973
534	chr1	21333939	21334178
535	chr1	21334554	21335169
536	chr1	22018498	22020249
537	chr1	22024068	22024124
538	chr1	22026611	22026627
539	chr1	22031299	22032320
540	chr1	22037596	22037823
541	chr1	22039548	22040770
542	chr1	22052179	22052191
543	chr1	22054448	22054784
544	chr1	22074325	22077132
545	chr1	22077558	22078126
546	chr1	22088940	22089258
547	chr1	22089554	22090609
548	chr1	22491677	22492967
549	chr1	22493992	22494821
550	chr1	22536362	22538167
551	chr1	22635432	22636307
552	chr1	22639827	22642943
553	chr1	22647267	22652720
554	chr1	22658326	22658663
555	chr1	22662049	22662349
556	chr1	22662684	22663002
557	chr1	22708007	22709686
558	chr1	22717191	22717828
559	chr1	22734895	22736134
560	chr1	22749434	22751698
561	chr1	23010774	23011383
562	chr1	23018683	23018705
563	chr1	23099701	23101259
564	chr1	23101747	23104145
565	chr1	23110305	23117278
566	chr1	23118547	23123327
567	chr1	23123623	23123926
568	chr1	23169730	23170408
569	chr1	23177269	23178353
570	chr1	23184616	23184780
571	chr1	23370308	23370529
572	chr1	23378040	23378412
573	chr1	23401854	23402952
574	chr1	23528462	23528976
575	chr1	23531798	23531926
576	chr1	23532760	23534449
577	chr1	23554427	23555538
578	chr1	23560160	23560663
579	chr1	23567081	23567234
580	chr1	23568382	23568557
581	chr1	23723703	23724043
582	chr1	23726676	23729207
583	chr1	23799166	23799401
584	chr1	23804355	23804568
585	chr1	23809909	23810797
586	chr1	23811030	23811387
587	chr1	23838746	23839152
588	chr1	23864954	23865652
589	chr1	23865871	23867123
590	chr1	23869424	23870230
591	chr1	23895486	23895821
592	chr1	23902920	23903175
593	chr1	23908722	23909163
594	chr1	23916012	23917004
595	chr1	23931106	23931632
596	chr1	23954727	23955800
597	chr1	23957887	23958428
598	chr1	23961411	23961451
599	chr1	23964473	23964864
600	chr1	24125190	24126954
601	chr1	24150374	24150594
602	chr1	24186567	24186774
603	chr1	24188058	24188241
604	chr1	24188753	24192354
605	chr1	24192613	24192948
606	chr1	24196994	24198822
607	chr1	24199237	24199825
608	chr1	24200399	24200540
609	chr1	24201703	24202512
610	chr1	24206352	24206587
611	chr1	24323036	24323114
612	chr1	24350701	24352114
613	chr1	24365524	24365820
614	chr1	24384077	24385318
615	chr1	24390823	24394479
616	chr1	24414208	24414250
617	chr1	24414929	24415128
618	chr1	24465027	24465194
619	chr1	24480691	24482370
620	chr1	24501291	24501795
621	chr1	24533834	24536706
622	chr1	24547147	24549421
623	chr1	24555544	24555565
624	chr1	24556812	24560985
625	chr1	24567692	24568801
626	chr1	24572519	24572905
627	chr1	24584282	24584752
628	chr1	24641409	24641551
629	chr1	24705063	24706147
630	chr1	24708589	24709089
631	chr1	24726770	24728236
632	chr1	24732721	24733848
633	chr1	24762451	24763079
634	chr1	24847610	24849231
635	chr1	24870405	24873310
636	chr1	24909666	24910089
637	chr1	24955528	24955879
638	chr1	24956445	24957101
639	chr1	24957512	24957671
640	chr1	24964817	24965847
641	chr1	25020737	25023766
642	chr1	25033312	25035290
643	chr1	25080142	25081362
644	chr1	25098326	25100806
645	chr1	25120082	25120361
646	chr1	25139906	25140823
647	chr1	25145863	25147552
648	chr1	25238955	25240754
649	chr1	25329280	25329568
650	chr1	25330321	25330834
651	chr1	25435435	25436403
652	chr1	25438606	25438900
653	chr1	25549198	25549848
654	chr1	25561121	25561304
655	chr1	25562368	25562973
656	chr1	25580065	25582397
657	chr1	25609922	25610437
658	chr1	25631803	25632138
659	chr1	25642954	25643116
660	chr1	25678631	25679852
661	chr1	25680100	25680587
662	chr1	25689483	25690933
663	chr1	25693321	25696356
664	chr1	25699340	25700046
665	chr1	25703557	25704975
666	chr1	25711040	25713024
667	chr1	25742839	25744693
668	chr1	25756318	25756468
669	chr1	25809752	25810116
670	chr1	25817799	25818917
671	chr1	25861543	25862818
672	chr1	25871472	25874018
673	chr1	25874232	25876421
674	chr1	25922289	25923936
675	chr1	25930990	25932636
676	chr1	25933790	25933996
677	chr1	25971179	25972230
678	chr1	25989653	25991192
679	chr1	25991988	25992285
680	chr1	25995788	25997209
681	chr1	25998787	25998820
682	chr1	26015201	26015498
683	chr1	26035513	26036107
684	chr1	26110395	26110406
685	chr1	26113192	26113226
686	chr1	26117829	26118618
687	chr1	26118957	26122948
688	chr1	26123305	26129616
689	chr1	26141444	26142463
690	chr1	26164146	26164729
691	chr1	26233592	26233625
692	chr1	26235513	26235521
693	chr1	26258762	26261243
694	chr1	26274100	26279208
695	chr1	26281109	26282680
696	chr1	26283402	26283927
697	chr1	26284301	26285798
698	chr1	26286987	26292483
699	chr1	26292875	26293232
700	chr1	26305258	26305763
701	chr1	26307219	26308035
702	chr1	26308423	26308915
703	chr1	26315118	26319308
704	chr1	26321315	26321651
705	chr1	26470586	26471070
706	chr1	26500022	26501834
707	chr1	26537463	26542005
708	chr1	26546715	26547910
709	chr1	26553785	26554811
710	chr1	26555174	26555610
711	chr1	26556057	26556352
712	chr1	26582207	26582807
713	chr1	26583080	26583554
714	chr1	26598839	26599648
715	chr1	26619127	26622287
716	chr1	26626230	26629822
717	chr1	26630028	26630388
718	chr1	26648174	26648816
719	chr1	26676753	26678115
720	chr1	26689890	26691248
721	chr1	26691694	26692008
722	chr1	26693969	26694702
723	chr1	26702097	26702314
724	chr1	26705610	26705844
725	chr1	26706199	26706894
726	chr1	26707357	26707533
727	chr1	26719025	26719381
728	chr1	26723156	26723573
729	chr1	26733450	26734744
730	chr1	26739161	26747614
731	chr1	26747944	26748349
732	chr1	26752160	26752300
733	chr1	26779357	26779525
734	chr1	26782200	26782447
735	chr1	26783013	26783205
736	chr1	26783904	26786926
737	chr1	26789427	26789442
738	chr1	26828339	26828549
739	chr1	26829028	26829228
740	chr1	26833272	26833556
741	chr1	26866091	26866144
742	chr1	26920961	26921138
743	chr1	26997968	26998157
744	chr1	27000931	27003018
745	chr1	27031583	27032158
746	chr1	27067438	27067643
747	chr1	27099082	27099311
748	chr1	27110895	27112164
749	chr1	27133922	27134605
750	chr1	27136457	27138390
751	chr1	27149313	27149550
752	chr1	27155670	27155983
753	chr1	27236269	27236355
754	chr1	27298351	27298587
755	chr1	27298820	27301608
756	chr1	27341932	27342357
757	chr1	27342991	27343408
758	chr1	27367059	27367480
759	chr1	27369426	27370369
760	chr1	27401258	27405539
761	chr1	27405957	27408114
762	chr1	27410822	27411554
763	chr1	27411913	27412639
764	chr1	27412894	27413547
765	chr1	27414058	27414854
766	chr1	27415305	27441349
767	chr1	27442262	27443169
768	chr1	27443582	27447094
769	chr1	27449842	27452199
770	chr1	27455208	27455961
771	chr1	27457203	27457461
772	chr1	27459347	27467206
773	chr1	27467442	27469751
774	chr1	27469973	27475441
775	chr1	27475720	27476066
776	chr1	27476311	27476569
777	chr1	27481320	27484564
778	chr1	27485952	27486914
779	chr1	27487127	27487404
780	chr1	27491039	27493108
781	chr1	27513166	27514825
782	chr1	27520372	27529541
783	chr1	27535879	27536287
784	chr1	27556889	27558026
785	chr1	27563818	27565826
786	chr1	27568486	27569013
787	chr1	27575590	27576301
788	chr1	27577184	27578197
789	chr1	27624774	27627405
790	chr1	27628649	27634006
791	chr1	27635312	27636007
792	chr1	27636779	27637093
793	chr1	27650812	27651045
794	chr1	27655828	27656005
795	chr1	27659126	27660735
796	chr1	27662420	27663234
797	chr1	27672861	27673057
798	chr1	27725113	27725158
799	chr1	27771886	27772062
800	chr1	27789105	27790751
801	chr1	27857921	27866438
802	chr1	27867937	27870703
803	chr1	27871052	27872124
804	chr1	27874133	27877523
805	chr1	27878157	27878523
806	chr1	27878856	27879574
807	chr1	27880695	27880877
808	chr1	27881949	27895510
809	chr1	27896329	27897065
810	chr1	27904328	27904554
811	chr1	27913528	27913614
812	chr1	27931835	27932173
813	chr1	27935135	27935372
814	chr1	27942804	27944470
815	chr1	27958708	27958736
816	chr1	27961415	27961838
817	chr1	27979272	27979671
818	chr1	27992094	27992845
819	chr1	27994267	27994598
820	chr1	28035211	28035785
821	chr1	28036337	28036583
822	chr1	28036797	28037457
823	chr1	28056168	28056446
824	chr1	28080760	28081104
825	chr1	28089529	28089538
826	chr1	28090914	28091324
827	chr1	28104711	28105659
828	chr1	28107315	28108477
829	chr1	28110141	28116646
830	chr1	28121715	28131334
831	chr1	28131588	28134113
832	chr1	28134682	28137207
833	chr1	28138837	28140650
834	chr1	28143224	28144537
835	chr1	28144855	28145274
836	chr1	28152858	28153499
837	chr1	28154103	28165233
838	chr1	28168882	28173014
839	chr1	28177456	28178213
840	chr1	28190674	28191534
841	chr1	28235136	28235240
842	chr1	28237431	28237578
843	chr1	28244229	28245932
844	chr1	28246161	28249375
845	chr1	28258337	28258914
846	chr1	28280543	28281284
847	chr1	28281700	28281838
848	chr1	28282651	28283797
849	chr1	28313768	28315773
850	chr1	28323757	28324365
851	chr1	28326169	28328212
852	chr1	28330129	28330890
853	chr1	28369110	28369226
854	chr1	28427739	28428003
855	chr1	28437253	28438456
856	chr1	28508047	28508735
857	chr1	28517725	28517819
858	chr1	28552021	28552166
859	chr1	28583247	28583396
860	chr1	28586879	28587597
861	chr1	28589080	28591914
862	chr1	28644424	28644825
863	chr1	28647344	28647854
864	chr1	28649419	28649586
865	chr1	28667754	28668092
866	chr1	28670380	28670416
867	chr1	28731196	28731498
868	chr1	28735836	28735996
869	chr1	28774963	28775639
870	chr1	28779952	28780680
871	chr1	28785353	28785597
872	chr1	28884595	28886237
873	chr1	28888616	28888685
874	chr1	28913631	28913980
875	chr1	28925636	28929279
876	chr1	28986217	28986901
877	chr1	29182951	29183019
878	chr1	29201725	29202953
879	chr1	29711630	29712020
880	chr1	29712565	29713053
881	chr1	29984731	29985148
882	chr1	29985350	29985910
883	chr1	30130352	30130575
884	chr1	30719801	30720040
885	chr1	30729799	30732985
886	chr1	30737977	30753059
887	chr1	30758398	30762490
888	chr1	30763178	30763929
889	chr1	30779465	30779675
890	chr1	30780735	30780994
891	chr1	30782545	30784241
892	chr1	30790598	30790825
893	chr1	30791109	30791849
894	chr1	30797692	30799797
895	chr1	30823838	30824550
896	chr1	30877807	30878009
897	chr1	30902366	30902700
898	chr1	30909448	30910946
899	chr1	30912244	30914150
900	chr1	30918247	30918496
901	chr1	30918729	30920027
902	chr1	30975575	30977311
903	chr1	30980702	30985594
904	chr1	30988693	30988838
905	chr1	31027457	31028219
906	chr1	31028571	31028912
907	chr1	31049315	31049676
908	chr1	31100640	31101517
909	chr1	31102446	31103624
910	chr1	31109100	31109702
911	chr1	31154561	31155858
912	chr1	31482433	31484223
913	chr1	31523355	31525360
914	chr1	31536050	31536247
915	chr1	31643824	31643856
916	chr1	31788221	31789297
917	chr1	31888850	31890121
918	chr1	31930451	31930910
919	chr1	31931988	31932970
920	chr1	31936542	31936558
921	chr1	31939050	31939344
922	chr1	31939591	31940545
923	chr1	31942321	31942904
924	chr1	31943143	31945788
925	chr1	31953256	31958655
926	chr1	31958920	31959340
927	chr1	31960278	31960630
928	chr1	31960984	31962549
929	chr1	31963981	31964210
930	chr1	32012756	32013021
931	chr1	32045278	32046565
932	chr1	32065581	32067702
933	chr1	32068372	32069592
934	chr1	32071671	32072155
935	chr1	32081644	32082709
936	chr1	32083700	32084006
937	chr1	32099523	32101778
938	chr1	32106824	32107165
939	chr1	32121897	32122283
940	chr1	32178884	32179060
941	chr1	32208039	32209038
942	chr1	32291309	32291405
943	chr1	32316237	32316635
944	chr1	32337057	32338361
945	chr1	32350956	32352435
946	chr1	32379753	32380685
947	chr1	32500086	32501491
948	chr1	32611951	32612849
949	chr1	32818894	32819548
950	chr1	32920993	32921616
951	chr1	32924800	32926379
952	chr1	32933759	32933936
953	chr1	32935979	32936424
954	chr1	32938794	32941470
955	chr1	32960214	32960992
956	chr1	32965445	32965571
957	chr1	32972677	32973445
958	chr1	32977235	32978219
959	chr1	32979870	32985606
960	chr1	32986657	32987725
961	chr1	32988011	32994707
962	chr1	32995035	32996041
963	chr1	32996422	32999593
964	chr1	33004763	33007891
965	chr1	33032137	33032865
966	chr1	33035113	33035254
967	chr1	33038506	33038644
968	chr1	33038851	33040776
969	chr1	33042150	33042379
970	chr1	33042649	33043764
971	chr1	33045437	33046316
972	chr1	33048617	33050108
973	chr1	33050488	33051043
974	chr1	33055004	33056255
975	chr1	33056551	33063463
976	chr1	33085360	33086908
977	chr1	33087916	33089350
978	chr1	33126637	33128510
979	chr1	33219054	33219588
980	chr1	33237832	33238026
981	chr1	33254946	33255261
982	chr1	33286888	33287486
983	chr1	33294642	33296539
984	chr1	33298178	33299281
985	chr1	33299709	33303220
986	chr1	33306137	33307489
987	chr1	33325134	33346019
988	chr1	33350745	33351178
989	chr1	33360899	33365055
990	chr1	33365649	33365833
991	chr1	33366762	33369522
992	chr1	33379583	33380365
993	chr1	33381985	33383279
994	chr1	33383809	33385828
995	chr1	33387177	33388314
996	chr1	33388598	33394693
997	chr1	33396585	33396742
998	chr1	33420423	33422661
999	chr1	33429429	33431115
